host,status,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,elapsed_s,st_rad,st_teff,st_mass,sector,ra,dec,st_rad_err,st_mass_err,predicted_probability,in_distribution_univariate,ood_features,multivariate_ood_score,multivariate_ood_flag,in_distribution
TIC_79492963,Success,5.837500731876974,5.200245179630596,0.074269708,4.357299917400343,0.0128702222957013,4180.3344372701495,0.0334699276966817,0.8234422921249798,1.0282429656115308,0.0343703301185097,0.9908187886735323,1.079414799383896,0.8913609286826302,0.3778770252925184,-0.8022699810163199,6.0,5.0,1.0,0.1432553222154827,0.0710670890409168,-0.0029024852455883,-5.577014955020614,24.602452075407857,60.3768551669782,0.518213,4124.0,0.65,104.0,321.893738651016,-50.2470179168299,,,0.97193334363246,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.614, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.6142345223626251,True,False
TIC_138734144,Success,7.364912772242422,0.2352803103368031,0.004961985,0.6376251526378102,0.0007878453887807,3935.8496498199142,0.0012579181413617,0.9999837242882536,0.999942099108873,2.391493458581582e-05,0.9999511538779644,0.9999344740401646,0.2838045946314869,0.0036280823963825,3.938684207575617,83.0,35.0,48.0,7.451190644062804e-09,0.0001414826610172,-8.505389037516409e-07,-0.2691900756556711,794.9513497005016,131.47905924997758,37.7489,3951.0,,104.0,33.3243312856391,-36.0611227290859,,,0.9686970555873445,False,"transit_count=83 (above training max 78, 6% over); empty_transit_count=48 (above training max 32, 50% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.567, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5668338265709753,True,False
TIC_74993348,Success,10.869733040448091,10.38641123511966,8.0032e-05,0.7901106244197099,0.0051360007113994,4179.343106524592,0.0835697131697827,0.9650417469069624,0.967977056789414,0.0010662167906868,0.9675702188372484,0.96842353536256,0.2827736693019408,0.168144245185478,26.398227812353458,32.0,28.0,4.0,0.0023021832169667,0.0070183316021673,0.0317537824374087,1.1889911202216672,11.54774511366761,37.354821417015046,0.692136,4430.0,0.69,104.0,266.078667771489,-59.14152292486,,,0.9658455637529364,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.549, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5494139211840143,True,False
TIC_161176007,Success,6.604468756833055,4.364104461585777,0.018807523,11.189376737489289,0.0578610895696449,1327.3002464832066,0.0869359016455161,0.9992897034073236,0.9993659697291862,4.953681859002186e-05,0.9997727448493522,0.99853814667762,16.46370918185366,0.0239677360075363,32.043885294015446,3.0,3.0,0.0,6.486270567245021e-08,0.0005833115425122,-7.979111326106292e-06,-1.1892474266011814,11.494557305932808,106.91146550001577,115.123,3438.0,,104.0,340.262696406163,-51.4588432026658,,,0.9640961276818583,False,"st_rad=115.1 (above training max 102, 13% over)",-0.5161308888183007,False,False
TIC_61648669,Success,8.78255450874491,5.877986196747747,0.000240096,7.284915399949641,0.057340565004154,3104.483156436485,0.0939285461419277,0.9996552344163304,0.9996810226692115,2.70992019718492e-05,0.9997405406609962,0.9995502956515424,2.56194122106414,0.0166981785172175,21.904691569795343,3.0,3.0,0.0,3.754893780214021e-08,0.0002256133943924,-1.4449717718134636e-05,-0.0205112659967344,10.642720189726273,70.88798137498088,152.293,4264.0,,104.0,274.055197643201,-35.2409056978086,,,0.9559324099987683,False,"st_rad=152.3 (above training max 102, 49% over)",-0.44045766947326337,False,False
TIC_320484212,Success,7.45110046811981,4.6300708837994655,0.004321729,0.072016089522506,3.104889797213295e-05,1657.0425438096202,0.0003876739387336,0.9786263110524868,0.9469324685838376,0.0205733356051592,0.9476943619978112,0.9461705751698644,0.0262838461934523,0.1314761230653741,2.5504697707401074,352.0,88.0,264.0,0.0380626366520368,0.1929949951091504,0.0213551280309926,-0.1034868153335641,2524.3541370077255,345.6691848329501,0.18,31000.0,0.47,104.0,296.174398699104,-56.6564803155199,0.104,0.03,0.9417848890992684,False,"period=0.07202 (below training min 0.08764, 18% under); duration=0.0003877 (below training min 0.0005848, 34% under); transit_count=352 (above training max 78, 351% over); distinct_transit_count=88 (above training max 60, 47% over); empty_transit_count=264 (above training max 32, 725% over); depth_duration_ratio=2524 (above training max 1710, 48% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.709, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.7090034783174928,True,False
TIC_403317759,Success,6.86924326137296,5.993876412829229,0.01192477,0.1021659137146101,3.599203636371617e-05,1325.3746222701095,0.0004113277137905,0.9924934762328486,0.980777335980108,0.0057295784503509,0.9830846236350004,0.9786522026137598,0.273479995901738,0.0779159874267388,3.606008874046397,273.0,73.0,200.0,0.0020786333110313,0.0489535397388894,0.0026690104158263,-0.0825683319443832,2412.902031537664,267.0462181669427,0.147,50000.0,0.5,104.0,343.082329869569,-63.2652063461835,0.111,0.3,0.9408101623992936,False,"duration=0.0004113 (below training min 0.0005848, 30% under); transit_count=273 (above training max 78, 250% over); distinct_transit_count=73 (above training max 60, 22% over); empty_transit_count=200 (above training max 32, 525% over); depth_duration_ratio=2413 (above training max 1710, 41% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.635, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.634683610977997,True,False
TIC_352438054,Success,6.431981639664785,5.202156872768154,0.024889956,0.2106746317914714,0.000290150611209,2036.436845745516,0.0093139799924746,0.9988797568969432,0.99896251396183,0.0002120972936507,0.9990916367958091,0.9988317566615984,0.4336702496824824,0.0300997775672363,4.872520015246462,108.0,95.0,13.0,2.8940967821697463e-05,0.0022236780683837,0.0001141310915275,-0.1369272902496791,107.24521178958987,98.06660391704644,0.189385,3444.0,0.158642,104.0,310.793320025998,-65.0214934623644,0.00571375,0.0200624,0.932896874056836,False,"transit_count=108 (above training max 78, 38% over); distinct_transit_count=95 (above training max 60, 58% over)",-0.4539042322438698,False,False
TIC_120125656,Success,6.771712382881045,5.8658384979628355,0.01392557,3.1188630787021188,0.0108038971133386,4153.670039489677,0.0127517218423146,0.8876994627182618,1.0226223649419643,0.0518578480903747,1.049327426481576,1.003647715953293,0.3094620341872623,0.3013686439007976,-0.4505376685727706,8.0,7.0,1.0,0.1637433694605795,0.066423650638316,-0.0004975155815309,-2.792874138043486,69.61408613639676,86.52821024996229,0.351387,3277.0,0.33581,104.0,279.674221931496,-56.3558786535936,0.0311382,0.0394534,0.9299670697764977,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.589, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.589484702725791,True,False
TIC_128726280,Success,6.014027471339436,5.061529545443887,0.055542217,0.0835473334235775,4.681497072477753e-05,2036.300777052283,0.0009952716210737,0.9732825117504448,0.9680568297962688,0.0148970617891245,0.9818761228987548,0.9538426997479968,0.6783561251885297,0.1469958115792007,2.136141472347795,246.0,142.0,104.0,0.0311435729475812,0.1775189789649472,0.0050917680733559,-0.1741890619417771,977.9064238769708,134.98006379196886,0.18,31000.0,0.47,104.0,299.854180356289,-47.1001990571911,0.104,0.03,0.9292763362227209,False,"period=0.08355 (below training min 0.08764, 5% under); transit_count=246 (above training max 78, 215% over); distinct_transit_count=142 (above training max 60, 137% over); empty_transit_count=104 (above training max 32, 225% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.692, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.6920590712442525,True,False
TIC_332327376,Success,7.8404505211371776,7.282808144676386,0.002080832,11.129699547002332,0.056202875223942,4182.252417102054,0.0766411383299538,0.9549044658545476,0.9606742793372034,0.0050542046623496,0.9700936790483056,0.939088154999261,2.099083814645894,0.1909738548601212,7.652287323755588,3.0,3.0,0.0,0.0041624372871227,0.0217818304794279,0.0027935334850119,67.0207082904205,12.459424359584965,52.23230375000276,0.657067,3743.0,0.632396,104.0,272.881843697811,-38.545403856912,0.0291179,0.0258515,0.9269136433214514,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.564, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.564253345118174,True,False
TIC_464449183,Success,10.35776805853176,10.290365273273515,8.0032e-05,0.6186997369872486,0.003787035612511,3098.0584630186772,0.0573088569995049,0.9746659661640832,0.977841519444653,0.0002386737935117,0.977796125419234,0.9778906282021034,0.1396836467765917,0.1431394420304823,44.04305545743227,39.0,32.0,7.0,0.0002700022992273,0.0026554926867173,0.0219361870724236,1.069347534884015,17.007248393952484,22.594510124996305,0.882519,5349.0,0.92,104.0,282.700220656364,-65.4819407133039,0.0479799,0.114168,0.9227641980125989,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.546, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5460796692264056,True,False
TIC_122542393,Success,7.175811121387167,3.464810880145516,0.007202881,6.3047100970546,0.0435926443817811,1388.161500193891,0.0699134596522685,0.9988923691890688,0.9988668473782046,0.0001313070890949,0.999951420088255,0.996653433684224,29.56890500373519,0.02992985830806,41.97527834140417,3.0,3.0,0.0,9.999563937147837e-08,0.001554751367753,2.8540443883784405e-06,0.1991358496482635,14.287554558983365,52.56126791704446,102.906,3379.0,,104.0,39.1924054191051,-35.8287912722466,,,0.9156794269195979,False,"st_rad=102.9 (above training max 102, 1% over)",-0.5242112947569288,False,False
TIC_161402643,Success,5.880756070260384,5.760540404858989,0.068667467,0.1005301277061074,5.5289114907493275e-05,1325.381657690955,0.0003358698634277,0.9985124685914316,0.9946959727862248,0.0014724556331812,0.9964772637963364,0.9930466292583436,0.8347239586113674,0.0346848818172957,4.336988761610044,277.0,52.0,225.0,7.828925011395592e-05,0.0106180285725617,0.0010663591636269,1.4517972696626615,2972.914742635991,145.23404099990148,0.226,25200.0,0.47,104.0,345.483949608699,-48.0634662918475,0.032,0.03,0.9154033502015247,False,"duration=0.0003359 (below training min 0.0005848, 43% under); transit_count=277 (above training max 78, 255% over); empty_transit_count=225 (above training max 32, 603% over); depth_duration_ratio=2973 (above training max 1710, 74% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.570, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5703043306569895,True,False
TIC_341364194,Success,6.934542673291881,5.731854422012132,0.010644258,0.2439063189854217,0.0003205921956133,2036.4235434964496,0.0165765096906674,0.9993376925970526,0.9994046374669804,0.0001268491412255,0.999390395527561,0.9994190091144092,0.0797648145559071,0.0231439217103257,4.872503670129586,97.0,93.0,4.0,1.6740449995561496e-05,0.0010511306435766,0.0003806360102247,3.1193395349331827,60.286375795966094,60.433121916954406,0.276162,3307.0,0.249672,104.0,316.638077534179,-61.9410895750793,0.00829512,0.0201592,0.9110628725200142,False,"transit_count=97 (above training max 78, 24% over); distinct_transit_count=93 (above training max 60, 55% over)",-0.4288493961159573,False,False
TIC_350221590,Success,7.343700333255144,6.4370680041245825,0.005202081,1.4654044804818198,0.001230108922287,2062.110808050465,0.0150431927276017,0.9535729994732686,0.959132610896846,0.0086143451106149,0.9792574086294732,0.9387430131940532,1.6936194409995782,0.193772641711863,4.623470270270108,16.0,14.0,2.0,0.0119095871207949,0.0309201630587857,-0.0008759437937801,4.442573110853875,63.3890037002332,305.13626325002406,0.18,31000.0,0.47,104.0,355.787952544077,-65.3953877912298,0.104,0.03,0.9094747791032166,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.595, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5946498803358977,True,False
TIC_471015391,Success,6.4076793086782935,5.138666643999281,0.025930372,1.1019346481039705,0.0017298588557232,3127.4851271490593,0.0116683261995235,0.90267167004838,0.8989092550393357,0.0208631632278545,0.930998759942724,0.8649039587984313,1.1316201086694742,0.2805606651837936,4.983713982529472,21.0,17.0,4.0,0.0566244856648621,0.0905932568645016,0.0069145469849033,-0.4814068880868581,77.3608531860585,186.64654395799153,0.18,31000.0,0.47,104.0,321.296,-68.9497,0.104,0.03,0.9081594309354791,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.679, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.678559506508391,True,False
TIC_219309932,Success,7.500317906007256,6.579648735697964,0.004001601,0.1865133650143579,0.0001167774313806,2036.3995301883056,0.0086254535619043,0.983049427974556,0.9844796887665702,0.0028796829505333,0.98342100047824,0.9855411704276926,0.260327310315871,0.117084478585241,5.1004826998902395,128.0,122.0,6.0,0.0068594152636795,0.0306288475128029,0.0083766282477879,1.4676077584302576,113.97075190530752,119.89692370803095,0.18,31000.0,0.47,104.0,318.578917322896,-58.1480870214537,0.104,0.03,0.907389952257058,False,"transit_count=128 (above training max 78, 64% over); distinct_transit_count=122 (above training max 60, 103% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.590, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5899121059695002,True,False
TIC_456611043,Success,7.214757818159844,6.12621881612757,0.006562625,0.3392747881839382,0.0003908555196167,4153.518624369628,0.0142208288165728,0.937685622612862,0.9957696678953952,0.0116220932451539,1.006754855418985,0.9847145110245216,0.6710064021429618,0.2244922108044014,0.3502699714109401,71.0,63.0,8.0,0.090985333875796,0.1167611946437949,-0.0035352115687428,-0.5065282189715137,65.93748048778208,91.42382800008636,0.376189,3271.0,0.364375,104.0,282.366487829897,-58.321076309861,0.0365823,0.0447596,0.892092736551836,False,"distinct_transit_count=63 (above training max 60, 5% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.617, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.6173130364733881,True,False
TIC_57237703,Success,8.278446556791566,5.471449540642471,0.001040416,8.33983700296565,0.0911638399216361,4179.618329858993,0.0696737570480574,0.8454693621222678,1.021480214278411,0.014747571838079,1.026468123820012,1.011404637004378,0.3641870461947304,0.3535203719499287,-1.4403372412322293,3.0,3.0,0.0,0.0334435517142267,0.0072370410352209,-0.0075679544694611,1.7002941039180832,12.134688840435375,43.23136716708541,0.777793,3993.0,0.62,104.0,272.337402639077,-33.9894461863,,,0.8897283605931037,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.555, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5550657754196973,True,False
TIC_229144939,Success,6.541009311156985,5.0186946288516445,0.020968387,0.2450666503298052,7.836848137966757e-05,1354.354609624327,0.0013636563032246,0.9979510720183576,0.9959829021231608,0.0012506737132526,0.9948979855732892,0.9970895170040296,0.6231160490661387,0.0407071308882517,3.663225572219936,111.0,101.0,10.0,0.0001214850619228,0.0125691152607948,0.0003110479720486,-3.463561756440506,731.8200852065879,437.57952945900615,0.147,50000.0,0.5,104.0,26.822767146964,-51.5608928136199,0.111,0.3,0.8893646122022336,False,"transit_count=111 (above training max 78, 42% over); distinct_transit_count=101 (above training max 60, 68% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.565, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5651036068617105,True,False
TIC_116416387,Success,8.683830761878593,7.1994060214615425,0.000320128,0.1336607381911079,4.3653163602969114e-05,1354.2231014336082,0.0072731486140693,0.996849636388756,0.9970721602992368,0.0005661288096207,0.9966875417628236,0.9974645962855768,0.4853625644508713,0.0504762971165038,5.369471626097956,205.0,194.0,11.0,0.0002926237207282,0.0075696711197068,0.0008266036288147,1.3921488779866609,137.0588845744784,191.75891391700137,0.18,31000.0,0.47,104.0,7.90178950355249,-40.6319541155575,0.104,0.03,0.887818465525036,False,"transit_count=205 (above training max 78, 163% over); distinct_transit_count=194 (above training max 60, 223% over)",-0.5223646901233946,False,False
TIC_41957773,Success,5.883896676441143,5.574179951088328,0.068347339,15.594858807317388,0.0907570860579207,3944.875746823939,0.0467230722544182,0.9989750622051936,0.9987585846312586,0.0002249284374516,0.9992084570913422,0.9980935557772216,1.8448508752361903,0.0287909437419056,5.633542010922267,3.0,2.0,1.0,2.7647917961198743e-06,0.0005574506570602,1.8738090269976304e-05,-0.9217524447476648,21.38076573315933,108.3248247500742,1.05585,5521.0,0.97,104.0,22.3905705171572,-36.0855131155736,0.0620126,0.121929,0.8776898621236052,False,"period=15.59 (above training max 14.1, 11% over)",-0.3848710537217083,False,False
TIC_120401211,Success,9.523738476676495,8.479437476580607,8.0032e-05,11.00414653174277,0.0530942603818749,4153.366168924951,0.0552058625105077,0.8804071779971057,0.8925536002261534,0.0130151685201773,0.9123664250588952,0.8430215381442987,1.766355514527983,0.3109995093160771,7.970780362112232,3.0,3.0,0.0,0.0202184988515806,0.0467241052489,0.0024235384920133,-0.166999508403493,15.947711673366763,67.09820029092953,0.573054,3600.0,0.565526,104.0,281.100214162196,-57.1541683741525,0.0241234,0.0250454,0.8623693183441212,True,"MULTIVARIATE: unusual combination of feature values (anomaly score=-0.639, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.6390221809151849,True,False
TIC_207109256,Success,6.044716082918914,6.718465983836798,0.051460584,0.565330729316391,0.0004841291105051,3936.190558682767,0.0543399122675173,0.9965845533287064,0.9987095094787604,0.0003754534844938,0.998716448089638,0.9987023045672522,0.0133130434775658,0.0525570403981109,3.4774302271430155,93.0,76.0,17.0,0.0001322887197018,0.0044077894421815,0.0012420170496959,2.833179360759757,18.33982632181085,151.77690316690132,0.319997,3291.0,0.299553,104.0,33.479197783948,-48.0630736448844,0.00978255,0.0203347,0.8463065043883542,False,"transit_count=93 (above training max 78, 19% over); distinct_transit_count=76 (above training max 60, 27% over)",-0.47223448960866293,False,False
TIC_234998454,Success,6.622565575060745,5.869969651018753,0.018007203,0.202367619437526,0.0001474154975451,1325.4414649566295,0.0007390524531273,0.9957050746891296,0.9900408808375484,0.0034039556749701,0.9949845782166736,0.98523843195497,1.0274040122821473,0.0589365832498501,3.218397342020772,138.0,69.0,69.0,0.0006599102603811,0.0282753794380228,-0.000886591374122,0.5346514332241776,1347.2725386077502,202.27060191705823,0.152283,2863.0,0.124357,104.0,350.767372084625,-63.2424359592335,0.0046186,0.0200386,0.8369849136184013,False,"transit_count=138 (above training max 78, 77% over); distinct_transit_count=69 (above training max 60, 15% over); empty_transit_count=69 (above training max 32, 116% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.588, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5879744643662318,True,False
